household_key,COMMODITY_DESC,filter_reason,reference_week
275,VEGETABLES - SHELF STABLE,recent_purchase,46
276,ANTACIDS,recent_purchase,46
276,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
276,BAKED SWEET GOODS,recent_purchase,46
276,BEEF,recent_purchase,46
276,CANDY - CHECKLANE,recent_purchase,46
276,CHICKEN,recent_purchase,46
276,CIGARETTES,recent_purchase,46
276,COLD AND FLU,recent_purchase,46
276,CRACKERS/MISC BKD FD,recent_purchase,46
276,DELI MEATS,recent_purchase,46
276,DINNER MXS:DRY,recent_purchase,46
276,DISHWASH DETERGENTS,recent_purchase,46
276,ELECTRICAL SUPPPLIES,recent_purchase,46
276,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
276,FLUID MILK PRODUCTS,recent_purchase,46
276,FRZN NOVELTIES/WTR ICE,recent_purchase,46
276,LAUNDRY DETERGENTS,recent_purchase,46
276,LUNCHMEAT,recent_purchase,46
276,MAGAZINE,recent_purchase,46
276,MEAT - MISC,recent_purchase,46
276,ONIONS,recent_purchase,46
276,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
276,SOFT DRINKS,recent_purchase,46
276,SOUP,recent_purchase,46
276,VEGETABLES - ALL OTHERS,recent_purchase,46
277,BAG SNACKS,recent_purchase,46
277,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
277,BAKED SWEET GOODS,recent_purchase,46
277,BEEF,recent_purchase,46
277,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
277,DINNER SAUSAGE,recent_purchase,46
277,FLUID MILK PRODUCTS,recent_purchase,46
277,FROZEN PIZZA,recent_purchase,46
277,FRZN NOVELTIES/WTR ICE,recent_purchase,46
277,HOT DOGS,recent_purchase,46
277,PIES,recent_purchase,46
277,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
277,SALAD MIX,recent_purchase,46
277,SOFT DRINKS,recent_purchase,46
277,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
278,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
278,BATTERIES,recent_purchase,46
278,CHEESE,recent_purchase,46
278,DINNER SAUSAGE,recent_purchase,46
278,DRY BN/VEG/POTATO/RICE,recent_purchase,46
278,FLUID MILK PRODUCTS,recent_purchase,46
278,FROZEN BREAD/DOUGH,recent_purchase,46
278,FROZEN MEAT,recent_purchase,46
278,FROZEN PIZZA,recent_purchase,46
278,FRZN POTATOES,recent_purchase,46
278,FRZN VEGETABLE/VEG DSH,recent_purchase,46
278,HISPANIC,recent_purchase,46
278,HOUSEHOLD CLEANG NEEDS,recent_purchase,46
278,MEAT - MISC,recent_purchase,46
278,MISC. DAIRY,recent_purchase,46
278,MUSHROOMS,recent_purchase,46
278,ONIONS,recent_purchase,46
278,PEPPERS-ALL,recent_purchase,46
278,POPCORN,recent_purchase,46
278,PWDR/CRYSTL DRNK MX,recent_purchase,46
278,SOAP - LIQUID & BAR,recent_purchase,46
278,SOFT DRINKS,recent_purchase,46
279,APPLES,recent_purchase,46
279,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
279,BEANS - CANNED GLASS & MW,recent_purchase,46
279,BEEF,recent_purchase,46
279,BOOKSTORE,recent_purchase,46
279,BREAKFAST SWEETS,recent_purchase,46
279,CHEESE,recent_purchase,46
279,COUPON/MISC ITEMS,recent_purchase,46
279,EGGS,recent_purchase,46
279,FACIAL TISS/DNR NAPKIN,recent_purchase,46
279,FLUID MILK PRODUCTS,recent_purchase,46
279,FRUIT - SHELF STABLE,recent_purchase,46
279,GRAPES,recent_purchase,46
279,MISCELLANEOUS,recent_purchase,46
279,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
279,ONIONS,recent_purchase,46
279,PAPER HOUSEWARES,recent_purchase,46
279,POPCORN,recent_purchase,46
279,POTATOES,recent_purchase,46
279,REFRGRATD JUICES/DRNKS,recent_purchase,46
279,SALAD BAR,recent_purchase,46
279,SALAD MIX,recent_purchase,46
279,SALADS/DIPS,recent_purchase,46
279,TROPICAL FRUIT,recent_purchase,46
279,VALUE ADDED VEGETABLES,recent_purchase,46
279,VEGETABLES - ALL OTHERS,recent_purchase,46
279,VEGETABLES - SHELF STABLE,recent_purchase,46
280,APPLES,recent_purchase,46
280,BEANS - CANNED GLASS & MW,recent_purchase,46
280,BEEF,recent_purchase,46
280,CHEESE,recent_purchase,46
280,CHICKEN,recent_purchase,46
280,COLD CEREAL,recent_purchase,46
280,CONDIMENTS/SAUCES,recent_purchase,46
280,CRACKERS/MISC BKD FD,recent_purchase,46
280,DRY BN/VEG/POTATO/RICE,recent_purchase,46
280,FLUID MILK PRODUCTS,recent_purchase,46
280,FRUIT - SHELF STABLE,recent_purchase,46
280,LUNCHMEAT,recent_purchase,46
280,MEAT - SHELF STABLE,recent_purchase,46
280,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
280,PNT BTR/JELLY/JAMS,recent_purchase,46
280,SALAD MIX,recent_purchase,46
280,SMOKED MEATS,recent_purchase,46
280,SOFT DRINKS,recent_purchase,46
280,SOUP,recent_purchase,46
280,VEGETABLES - SHELF STABLE,recent_purchase,46
281,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
281,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
281,CHEESE,recent_purchase,46
281,DELI MEATS,recent_purchase,46
281,EGGS,recent_purchase,46
281,FLUID MILK PRODUCTS,recent_purchase,46
281,GRAPES,recent_purchase,46
281,ICE CREAM/MILK/SHERBTS,recent_purchase,46
281,MILK BY-PRODUCTS,recent_purchase,46
281,REFRGRATD JUICES/DRNKS,recent_purchase,46
281,SOFT DRINKS,recent_purchase,46
281,TOMATOES,recent_purchase,46
281,TROPICAL FRUIT,recent_purchase,46
281,VEGETABLES - ALL OTHERS,recent_purchase,46
282,BAG SNACKS,recent_purchase,46
282,BATH TISSUES,recent_purchase,46
282,BEERS/ALES,recent_purchase,46
282,CHEESE,recent_purchase,46
282,CHEESES,recent_purchase,46
282,CHICKEN,recent_purchase,46
282,DELI MEATS,recent_purchase,46
282,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
282,FLUID MILK PRODUCTS,recent_purchase,46
282,FROZEN PIZZA,recent_purchase,46
282,HOUSEHOLD CLEANG NEEDS,recent_purchase,46
282,MAGAZINE,recent_purchase,46
282,MILK BY-PRODUCTS,recent_purchase,46
282,MISC WINE,recent_purchase,46
282,PEPPERS-ALL,recent_purchase,46
282,PLASTIC HOUSEWARES,recent_purchase,46
282,SOUP,recent_purchase,46
282,VEGETABLES SALAD,recent_purchase,46
283,BAG SNACKS,recent_purchase,46
283,BEERS/ALES,recent_purchase,46
283,CANDY - CHECKLANE,recent_purchase,46
283,CIGARETTES,recent_purchase,46
283,DEODORANTS,recent_purchase,46
283,GREETING CARDS/WRAP/PARTY SPLY,recent_purchase,46
283,SALAD BAR,recent_purchase,46
283,SOFT DRINKS,recent_purchase,46
285,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
285,BEEF,recent_purchase,46
285,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
285,CANDY - PACKAGED,recent_purchase,46
285,CANNED JUICES,recent_purchase,46
285,CHEESE,recent_purchase,46
285,COCOA MIXES,recent_purchase,46
285,COOKIES/CONES,recent_purchase,46
285,COUPON/MISC ITEMS,recent_purchase,46
285,DRY BN/VEG/POTATO/RICE,recent_purchase,46
285,EGGS,recent_purchase,46
285,FLUID MILK PRODUCTS,recent_purchase,46
285,FRUIT - SHELF STABLE,recent_purchase,46
285,FRZN NOVELTIES/WTR ICE,recent_purchase,46
285,ICE CREAM/MILK/SHERBTS,recent_purchase,46
285,LUNCHMEAT,recent_purchase,46
285,POPCORN,recent_purchase,46
285,PORK,recent_purchase,46
285,PWDR/CRYSTL DRNK MX,recent_purchase,46
285,SHORTENING/OIL,recent_purchase,46
285,SNACK NUTS,recent_purchase,46
285,SOFT DRINKS,recent_purchase,46
285,VEGETABLES - SHELF STABLE,recent_purchase,46
285,WAREHOUSE SNACKS,recent_purchase,46
286,APPLES,recent_purchase,46
286,DOG FOODS,recent_purchase,46
286,GRAPES,recent_purchase,46
286,POTATOES,recent_purchase,46
287,BACON,recent_purchase,46
287,BAG SNACKS,recent_purchase,46
287,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
287,BAKING MIXES,recent_purchase,46
287,BAKING NEEDS,recent_purchase,46
287,BEEF,recent_purchase,46
287,BEERS/ALES,recent_purchase,46
287,CANDY - CHECKLANE,recent_purchase,46
287,CANNED JUICES,recent_purchase,46
287,CHEESE,recent_purchase,46
287,COCOA MIXES,recent_purchase,46
287,COLD CEREAL,recent_purchase,46
287,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
287,COUPON/MISC ITEMS,recent_purchase,46
287,DINNER MXS:DRY,recent_purchase,46
287,DINNER SAUSAGE,recent_purchase,46
287,DRY BN/VEG/POTATO/RICE,recent_purchase,46
287,DRY MIX DESSERTS,recent_purchase,46
287,DRY NOODLES/PASTA,recent_purchase,46
287,EGGS,recent_purchase,46
287,FROZEN MEAT,recent_purchase,46
287,FROZEN PIZZA,recent_purchase,46
287,FRZN BREAKFAST FOODS,recent_purchase,46
287,FRZN MEAT/MEAT DINNERS,recent_purchase,46
287,HOT CEREAL,recent_purchase,46
287,ICE CREAM/MILK/SHERBTS,recent_purchase,46
287,LUNCHMEAT,recent_purchase,46
287,MEAT - MISC,recent_purchase,46
287,MILK BY-PRODUCTS,recent_purchase,46
287,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
287,MUSHROOMS,recent_purchase,46
287,PASTA SAUCE,recent_purchase,46
287,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
287,SEAFOOD - FROZEN,recent_purchase,46
287,SEAFOOD-FRESH,recent_purchase,46
287,SHORTENING/OIL,recent_purchase,46
287,SOFT DRINKS,recent_purchase,46
287,SOUP,recent_purchase,46
287,SPICES & EXTRACTS,recent_purchase,46
287,SUGARS/SWEETNERS,recent_purchase,46
287,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
288,BAKING NEEDS,recent_purchase,46
288,COUPON/MISC ITEMS,recent_purchase,46
289,BREAD,recent_purchase,46
289,CANDY - PACKAGED,recent_purchase,46
289,CHEESE,recent_purchase,46
289,CITRUS,recent_purchase,46
289,COLD AND FLU,recent_purchase,46
289,COUPON/MISC ITEMS,recent_purchase,46
289,EGGS,recent_purchase,46
289,FLUID MILK PRODUCTS,recent_purchase,46
289,HOUSEHOLD CLEANG NEEDS,recent_purchase,46
289,ICE CREAM/MILK/SHERBTS,recent_purchase,46
289,MILK BY-PRODUCTS,recent_purchase,46
289,ORGANICS FRUIT & VEGETABLES,recent_purchase,46
289,PEPPERS-ALL,recent_purchase,46
289,PNT BTR/JELLY/JAMS,recent_purchase,46
289,PROCESSED,recent_purchase,46
289,SALAD MIX,recent_purchase,46
289,SHORTENING/OIL,recent_purchase,46
289,VEGETABLES - ALL OTHERS,recent_purchase,46
289,YOGURT,recent_purchase,46
290,ANALGESICS,recent_purchase,46
290,BAG SNACKS,recent_purchase,46
290,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
290,BAKED SWEET GOODS,recent_purchase,46
290,BATH TISSUES,recent_purchase,46
290,BEEF,recent_purchase,46
290,BLEACH,recent_purchase,46
290,CANDY - CHECKLANE,recent_purchase,46
290,CANDY - PACKAGED,recent_purchase,46
290,CHEESE,recent_purchase,46
290,COLD CEREAL,recent_purchase,46
290,CONDIMENTS/SAUCES,recent_purchase,46
290,COOKIES/CONES,recent_purchase,46
290,CRACKERS/MISC BKD FD,recent_purchase,46
290,DELI MEATS,recent_purchase,46
290,DINNER MXS:DRY,recent_purchase,46
290,EGGS,recent_purchase,46
290,FLUID MILK PRODUCTS,recent_purchase,46
290,FROZEN MEAT,recent_purchase,46
290,FROZEN PIZZA,recent_purchase,46
290,FRUIT - SHELF STABLE,recent_purchase,46
290,FRZN MEAT/MEAT DINNERS,recent_purchase,46
290,FRZN NOVELTIES/WTR ICE,recent_purchase,46
290,ICE CREAM/MILK/SHERBTS,recent_purchase,46
290,LAUNDRY DETERGENTS,recent_purchase,46
290,LUNCHMEAT,recent_purchase,46
290,MARGARINES,recent_purchase,46
290,MEAT - MISC,recent_purchase,46
290,MEAT - SHELF STABLE,recent_purchase,46
290,MILK BY-PRODUCTS,recent_purchase,46
290,PORK,recent_purchase,46
290,REFRGRATD JUICES/DRNKS,recent_purchase,46
290,SALAD BAR,recent_purchase,46
290,SOFT DRINKS,recent_purchase,46
290,SOUP,recent_purchase,46
290,SUGARS/SWEETNERS,recent_purchase,46
290,VEGETABLES - SHELF STABLE,recent_purchase,46
290,WAREHOUSE SNACKS,recent_purchase,46
290,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
291,BAG SNACKS,recent_purchase,46
291,CANDY - PACKAGED,recent_purchase,46
291,CHEESE,recent_purchase,46
291,CONDIMENTS/SAUCES,recent_purchase,46
291,FLOUR & MEALS,recent_purchase,46
291,FROZEN PIZZA,recent_purchase,46
291,LUNCHMEAT,recent_purchase,46
291,MARGARINES,recent_purchase,46
291,MILK BY-PRODUCTS,recent_purchase,46
291,PNT BTR/JELLY/JAMS,recent_purchase,46
291,PWDR/CRYSTL DRNK MX,recent_purchase,46
291,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
291,SOFT DRINKS,recent_purchase,46
292,BAG SNACKS,recent_purchase,46
292,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
292,DIAPERS & DISPOSABLES,recent_purchase,46
292,PREPAID WIRELESS&ACCESSORIES,recent_purchase,46
292,SOFT DRINKS,recent_purchase,46
293,BEEF,recent_purchase,46
293,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
293,CHEESE,recent_purchase,46
293,COLD CEREAL,recent_purchase,46
293,DRY NOODLES/PASTA,recent_purchase,46
293,EGGS,recent_purchase,46
293,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
293,FLUID MILK PRODUCTS,recent_purchase,46
293,GREETING CARDS/WRAP/PARTY SPLY,recent_purchase,46
293,ICE CREAM/MILK/SHERBTS,recent_purchase,46
293,KITCHEN GADGETS,recent_purchase,46
293,ONIONS,recent_purchase,46
293,PASTA SAUCE,recent_purchase,46
293,REFRGRATD JUICES/DRNKS,recent_purchase,46
293,SEAFOOD - FROZEN,recent_purchase,46
294,BEEF,recent_purchase,46
294,BREAKFAST SWEETS,recent_purchase,46
294,CANNED JUICES,recent_purchase,46
294,CHEESE,recent_purchase,46
294,CHEESES,recent_purchase,46
294,COLD CEREAL,recent_purchase,46
294,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
294,COOKIES/CONES,recent_purchase,46
294,DELI MEATS,recent_purchase,46
294,EGGS,recent_purchase,46
294,FLUID MILK PRODUCTS,recent_purchase,46
294,FROZEN MEAT,recent_purchase,46
294,FROZEN PIZZA,recent_purchase,46
294,FRUIT - SHELF STABLE,recent_purchase,46
294,FRZN MEAT/MEAT DINNERS,recent_purchase,46
294,FRZN NOVELTIES/WTR ICE,recent_purchase,46
294,HOT CEREAL,recent_purchase,46
294,LUNCHMEAT,recent_purchase,46
294,MEAT - SHELF STABLE,recent_purchase,46
294,ONIONS,recent_purchase,46
294,PORK,recent_purchase,46
294,POTATOES,recent_purchase,46
294,VALUE ADDED FRUIT,recent_purchase,46
294,VEGETABLES SALAD,recent_purchase,46
294,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
296,COUPON/MISC ITEMS,recent_purchase,46
297,BAG SNACKS,recent_purchase,46
297,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
297,BAKING NEEDS,recent_purchase,46
297,BEANS - CANNED GLASS & MW,recent_purchase,46
297,BEEF,recent_purchase,46
297,CANDY - CHECKLANE,recent_purchase,46
297,CANDY - PACKAGED,recent_purchase,46
297,CARROTS,recent_purchase,46
297,CHEESE,recent_purchase,46
297,CHICKEN,recent_purchase,46
297,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
297,FLUID MILK PRODUCTS,recent_purchase,46
297,HEAT/SERVE,recent_purchase,46
297,LUNCHMEAT,recent_purchase,46
297,REFRGRATD JUICES/DRNKS,recent_purchase,46
297,SEAFOOD - FROZEN,recent_purchase,46
297,SOFT DRINKS,recent_purchase,46
297,VEGETABLES - SHELF STABLE,recent_purchase,46
298,BATH TISSUES,recent_purchase,46
298,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
298,FROZEN PIZZA,recent_purchase,46
298,SOFT DRINKS,recent_purchase,46
299,PIES,recent_purchase,46
299,SOUP,recent_purchase,46
300,BAG SNACKS,recent_purchase,46
300,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
300,BAKED SWEET GOODS,recent_purchase,46
300,BEEF,recent_purchase,46
300,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
300,COOKIES,recent_purchase,46
300,EGGS,recent_purchase,46
300,FLUID MILK PRODUCTS,recent_purchase,46
300,FRUIT - SHELF STABLE,recent_purchase,46
300,LUNCHMEAT,recent_purchase,46
300,POTATOES,recent_purchase,46
300,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
300,SPICES & EXTRACTS,recent_purchase,46
301,BEEF,recent_purchase,46
301,CHEESE,recent_purchase,46
301,CHEESES,recent_purchase,46
301,CHICKEN/POULTRY,recent_purchase,46
301,CRACKERS/MISC BKD FD,recent_purchase,46
301,DELI MEATS,recent_purchase,46
301,DISHWASH DETERGENTS,recent_purchase,46
301,FROZEN PIZZA,recent_purchase,46
301,FRZN BREAKFAST FOODS,recent_purchase,46
301,FRZN MEAT/MEAT DINNERS,recent_purchase,46
301,FRZN NOVELTIES/WTR ICE,recent_purchase,46
301,PORK,recent_purchase,46
301,SALAD MIX,recent_purchase,46
301,TROPICAL FRUIT,recent_purchase,46
302,BAG SNACKS,recent_purchase,46
302,BAKED SWEET GOODS,recent_purchase,46
302,BAKING MIXES,recent_purchase,46
302,BERRIES,recent_purchase,46
302,CANDY - PACKAGED,recent_purchase,46
302,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
302,COOKIES/CONES,recent_purchase,46
302,COUPON/MISC ITEMS,recent_purchase,46
302,DEODORANTS,recent_purchase,46
302,FEMININE HYGIENE,recent_purchase,46
302,FLUID MILK PRODUCTS,recent_purchase,46
302,FROZEN BREAD/DOUGH,recent_purchase,46
302,FROZEN PIZZA,recent_purchase,46
302,FRZN NOVELTIES/WTR ICE,recent_purchase,46
302,GRAPES,recent_purchase,46
302,HAND/BODY/FACIAL PRODUCTS,recent_purchase,46
302,ISOTONIC DRINKS,recent_purchase,46
302,LUNCHMEAT,recent_purchase,46
302,MEAT - MISC,recent_purchase,46
302,SEAFOOD - FROZEN,recent_purchase,46
302,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
302,TROPICAL FRUIT,recent_purchase,46
302,VALUE ADDED FRUIT,recent_purchase,46
302,WAREHOUSE SNACKS,recent_purchase,46
302,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
303,BAG SNACKS,recent_purchase,46
303,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
303,BAKED SWEET GOODS,recent_purchase,46
303,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
303,CANDY - CHECKLANE,recent_purchase,46
303,CANDY - PACKAGED,recent_purchase,46
303,CANNED JUICES,recent_purchase,46
303,CHEESE,recent_purchase,46
303,COFFEE,recent_purchase,46
303,COLD CEREAL,recent_purchase,46
303,CONDIMENTS/SAUCES,recent_purchase,46
303,COOKIES/CONES,recent_purchase,46
303,COUPON/MISC ITEMS,recent_purchase,46
303,DINNER SAUSAGE,recent_purchase,46
303,DRY NOODLES/PASTA,recent_purchase,46
303,EGGS,recent_purchase,46
303,FACIAL TISS/DNR NAPKIN,recent_purchase,46
303,FLUID MILK PRODUCTS,recent_purchase,46
303,FROZEN PIZZA,recent_purchase,46
303,FRUIT - SHELF STABLE,recent_purchase,46
303,FRZN MEAT/MEAT DINNERS,recent_purchase,46
303,LUNCHMEAT,recent_purchase,46
303,MEAT - SHELF STABLE,recent_purchase,46
303,PAPER HOUSEWARES,recent_purchase,46
303,PAPER TOWELS,recent_purchase,46
303,PASTA SAUCE,recent_purchase,46
303,POTATOES,recent_purchase,46
303,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
303,SALADS/DIPS,recent_purchase,46
303,SOFT DRINKS,recent_purchase,46
303,SOUP,recent_purchase,46
303,VEGETABLES - ALL OTHERS,recent_purchase,46
303,VEGETABLES - SHELF STABLE,recent_purchase,46
304,BABY HBC,recent_purchase,46
304,BAKING MIXES,recent_purchase,46
304,BATTERIES,recent_purchase,46
304,BEANS - CANNED GLASS & MW,recent_purchase,46
304,BEEF,recent_purchase,46
304,CANDY - CHECKLANE,recent_purchase,46
304,CANDY - PACKAGED,recent_purchase,46
304,CANNED JUICES,recent_purchase,46
304,COLD AND FLU,recent_purchase,46
304,COUPON/MISC ITEMS,recent_purchase,46
304,COUPONS/STORE & MFG,recent_purchase,46
304,DIAPERS & DISPOSABLES,recent_purchase,46
304,DINNER MXS:DRY,recent_purchase,46
304,DISHWASH DETERGENTS,recent_purchase,46
304,FRUIT - SHELF STABLE,recent_purchase,46
304,FRZN MEAT/MEAT DINNERS,recent_purchase,46
304,GREETING CARDS/WRAP/PARTY SPLY,recent_purchase,46
304,HOT DOGS,recent_purchase,46
304,LAUNDRY DETERGENTS,recent_purchase,46
304,ORAL HYGIENE PRODUCTS,recent_purchase,46
304,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
304,REFRGRATD JUICES/DRNKS,recent_purchase,46
304,SEAFOOD - SHELF STABLE,recent_purchase,46
304,SPICES & EXTRACTS,recent_purchase,46
304,TROPICAL FRUIT,recent_purchase,46
304,VEGETABLES - SHELF STABLE,recent_purchase,46
304,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
305,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
305,BAKED SWEET GOODS,recent_purchase,46
305,CHEESE,recent_purchase,46
305,CONDIMENTS/SAUCES,recent_purchase,46
305,COUPON/MISC ITEMS,recent_purchase,46
305,FLUID MILK PRODUCTS,recent_purchase,46
305,HEAT/SERVE,recent_purchase,46
305,REFRGRATD JUICES/DRNKS,recent_purchase,46
305,SHORTENING/OIL,recent_purchase,46
305,SOFT DRINKS,recent_purchase,46
306,AIR CARE,recent_purchase,46
306,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
306,BEEF,recent_purchase,46
306,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
306,CARROTS,recent_purchase,46
306,CHEESE,recent_purchase,46
306,COFFEE,recent_purchase,46
306,CONDIMENTS/SAUCES,recent_purchase,46
306,DRY BN/VEG/POTATO/RICE,recent_purchase,46
306,DRY MIX DESSERTS,recent_purchase,46
306,EGGS,recent_purchase,46
306,FLUID MILK PRODUCTS,recent_purchase,46
306,FRZN MEAT/MEAT DINNERS,recent_purchase,46
306,FRZN VEGETABLE/VEG DSH,recent_purchase,46
306,MILK BY-PRODUCTS,recent_purchase,46
306,SALAD MIX,recent_purchase,46
306,SOFT DRINKS,recent_purchase,46
306,SOUP,recent_purchase,46
306,TOMATOES,recent_purchase,46
306,VEGETABLES - ALL OTHERS,recent_purchase,46
306,VEGETABLES - SHELF STABLE,recent_purchase,46
306,YOGURT,recent_purchase,46
307,BAG SNACKS,recent_purchase,46
307,BEANS - CANNED GLASS & MW,recent_purchase,46
307,BEEF,recent_purchase,46
307,BEERS/ALES,recent_purchase,46
307,CHEESE,recent_purchase,46
307,CHICKEN,recent_purchase,46
307,CIGARETTES,recent_purchase,46
307,COFFEE,recent_purchase,46
307,CONDIMENTS/SAUCES,recent_purchase,46
307,COUPON/MISC ITEMS,recent_purchase,46
307,DINNER MXS:DRY,recent_purchase,46
307,EGGS,recent_purchase,46
307,FRZN MEAT/MEAT DINNERS,recent_purchase,46
307,ICE CREAM/MILK/SHERBTS,recent_purchase,46
307,LIQUOR,recent_purchase,46
307,LUNCHMEAT,recent_purchase,46
307,MEAT - SHELF STABLE,recent_purchase,46
307,NEWSPAPER,recent_purchase,46
307,ONIONS,recent_purchase,46
307,PORK,recent_purchase,46
307,SEAFOOD - FROZEN,recent_purchase,46
307,SOFT DRINKS,recent_purchase,46
307,SOUP,recent_purchase,46
307,VEGETABLES - SHELF STABLE,recent_purchase,46
307,VITAMINS,recent_purchase,46
308,MAGAZINE,recent_purchase,46
309,BACON,recent_purchase,46
309,BAG SNACKS,recent_purchase,46
309,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
309,BAKED SWEET GOODS,recent_purchase,46
309,BEERS/ALES,recent_purchase,46
309,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
309,CHEESE,recent_purchase,46
309,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
309,CRACKERS/MISC BKD FD,recent_purchase,46
309,DINNER SAUSAGE,recent_purchase,46
309,FROZEN MEAT,recent_purchase,46
309,FROZEN PIZZA,recent_purchase,46
309,FRZN BREAKFAST FOODS,recent_purchase,46
309,FRZN MEAT/MEAT DINNERS,recent_purchase,46
309,HOT DOGS,recent_purchase,46
309,ISOTONIC DRINKS,recent_purchase,46
309,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
309,PNT BTR/JELLY/JAMS,recent_purchase,46
309,POPCORN,recent_purchase,46
309,REFRGRATD JUICES/DRNKS,recent_purchase,46
309,SEAFOOD - FROZEN,recent_purchase,46
309,SOUP,recent_purchase,46
309,TROPICAL FRUIT,recent_purchase,46
309,WAREHOUSE SNACKS,recent_purchase,46
311,BAG SNACKS,recent_purchase,46
311,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
311,BEEF,recent_purchase,46
311,BERRIES,recent_purchase,46
311,CARROTS,recent_purchase,46
311,CHICKEN,recent_purchase,46
311,CHICKEN/POULTRY,recent_purchase,46
311,COLD CEREAL,recent_purchase,46
311,COUPON/MISC ITEMS,recent_purchase,46
311,DRY BN/VEG/POTATO/RICE,recent_purchase,46
311,FLUID MILK PRODUCTS,recent_purchase,46
311,HISPANIC,recent_purchase,46
311,HOT CEREAL,recent_purchase,46
311,MAGAZINE,recent_purchase,46
311,PORK,recent_purchase,46
311,SALADS/DIPS,recent_purchase,46
311,VEGETABLES - ALL OTHERS,recent_purchase,46
312,CANDY - PACKAGED,recent_purchase,46
312,CHEESES,recent_purchase,46
312,COLD AND FLU,recent_purchase,46
312,FACIAL TISS/DNR NAPKIN,recent_purchase,46
312,FLUID MILK PRODUCTS,recent_purchase,46
312,FRZN NOVELTIES/WTR ICE,recent_purchase,46
312,GREETING CARDS/WRAP/PARTY SPLY,recent_purchase,46
312,ICE CREAM/MILK/SHERBTS,recent_purchase,46
312,MILK BY-PRODUCTS,recent_purchase,46
312,POTATOES,recent_purchase,46
312,SOFT DRINKS,recent_purchase,46
312,SOUP,recent_purchase,46
312,TROPICAL FRUIT,recent_purchase,46
312,VALUE ADDED FRUIT,recent_purchase,46
312,VEGETABLES - ALL OTHERS,recent_purchase,46
312,VEGETABLES SALAD,recent_purchase,46
312,YOGURT,recent_purchase,46
314,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
314,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
314,CHEESE,recent_purchase,46
314,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
314,COUPON/MISC ITEMS,recent_purchase,46
314,CRACKERS/MISC BKD FD,recent_purchase,46
314,FEMININE HYGIENE,recent_purchase,46
314,FLUID MILK PRODUCTS,recent_purchase,46
314,SALAD MIX,recent_purchase,46
314,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
316,COUPON/MISC ITEMS,recent_purchase,46
316,FUEL,recent_purchase,46
